,from_id,to_id,total_checkins
121,4a76580bf964a520dfe21fe3,49de821ff964a5205c601fe3,21033
122,4de99844ae60e98923431b83,49b71814f964a5201a531fe3,30269
123,4de99844ae60e98923431b83,49f62829f964a520136c1fe3,21698
124,49e40efbf964a520f9621fe3,4b7f436df964a520682330e3,681
125,49e40efbf964a520f9621fe3,4b0dc708f964a520f44f23e3,2490
126,49e40efbf964a520f9621fe3,4b331c02f964a520a81725e3,1634
127,49e40efbf964a520f9621fe3,45606719f964a5209b3d1fe3,25891
128,49e40efbf964a520f9621fe3,4ad4d633f964a52021fc20e3,3475
129,4ab7d5e8f964a5200b7b20e3,4a8ac2bef964a5204f0a20e3,5820
130,4ab7d5e8f964a5200b7b20e3,4ab12d81f964a520546820e3,4010
131,43f618d1f964a520ad2f1fe3,4089ae00f964a520bff21ee3,18997
132,43f618d1f964a520ad2f1fe3,4366b000f964a5206e291fe3,17777
133,43f618d1f964a520ad2f1fe3,43efd1ecf964a520712f1fe3,5960
134,43f618d1f964a520ad2f1fe3,40ca4780f964a52008011fe3,25518
135,43f618d1f964a520ad2f1fe3,429f9d80f964a520c5241fe3,16087
136,4a3c3b58f964a5204aa11fe3,4b625c62f964a52039442ae3,2502
137,4a3c3b58f964a5204aa11fe3,4aff762bf964a520ce3822e3,1547
138,4a3c3b58f964a5204aa11fe3,49eccd4af964a52092671fe3,9926
139,4a3c3b58f964a5204aa11fe3,4af0fd68f964a5206ce021e3,709
140,4a3c3b58f964a5204aa11fe3,4bcb71d73740b713aa886265,8376
141,525ded0c11d25a209c704b01,50383cc1e4b0c1904e8952f6,1267
142,525ded0c11d25a209c704b01,42b21280f964a5206e251fe3,4505
143,525ded0c11d25a209c704b01,51771a75e4b08ed5614aa807,214
144,42b21280f964a52071251fe3,49c3060af964a52051561fe3,4235
145,42b21280f964a52071251fe3,40d23080f964a5203f011fe3,3136
146,4492adcef964a52076341fe3,4ef18f09e3003ccf83ab084a,4048
147,4492adcef964a52076341fe3,4390a026f964a5204d2b1fe3,35782
148,4a595442f964a5203db91fe3,429ba900f964a52082241fe3,8260
149,4a595442f964a5203db91fe3,43c453c6f964a520582d1fe3,13183
150,4a595442f964a5203db91fe3,4486b2d2f964a5202d341fe3,18420
151,4a595442f964a5203db91fe3,4c279d763703d13a5a4aa736,42932
152,4a595442f964a5203db91fe3,4a7e1dc4f964a52006f11fe3,2728
153,4283ee00f964a5209b221fe3,4abee430f964a520709020e3,4433
154,4283ee00f964a5209b221fe3,4a46af39f964a5204ba91fe3,3327
155,4283ee00f964a5209b221fe3,4bf5b259bfeac92873029336,11034
156,4283ee00f964a5209b221fe3,49de821ff964a5205c601fe3,21033
157,4283ee00f964a5209b221fe3,3fd66200f964a52030ed1ee3,5896
158,49ff242af964a520df6f1fe3,4a1e071af964a520bb7b1fe3,6233
159,4b7f60f1f964a520242b30e3,40bbc700f964a520b1001fe3,102978
160,4b7f60f1f964a520242b30e3,408aff80f964a520c1f21ee3,7519
161,4ab2ddeaf964a520bb6c20e3,40870b00f964a520a0f21ee3,11821
162,4ab2ddeaf964a520bb6c20e3,4eb19c02f790aae216c49e6a,2724
163,4bf9e7cf4a67c928cda827cf,4b2aef0ef964a5205cb224e3,3828
164,4aa68140f964a520024a20e3,4abd2857f964a520c98820e3,12836
165,4aa68140f964a520024a20e3,40870b00f964a5209bf21ee3,35805
166,4aa68140f964a520024a20e3,46ae7ba1f964a52086491fe3,13453
167,4aa68140f964a520024a20e3,40c8f600f964a520fe001fe3,20331
168,4aa68140f964a520024a20e3,4ac50c34f964a5202ca020e3,1082
169,4b2e9021f964a5208be224e3,4b305bf6f964a52029f924e3,4509
170,4b2e9021f964a5208be224e3,4bb2b6ca42959c743241212c,545
171,4b2e9021f964a5208be224e3,4b0dbe96f964a520264f23e3,385
172,4b2e9021f964a5208be224e3,4c1bce9cb4e62d7fee02da93,1222
173,4b2e9021f964a5208be224e3,4b99b4a1f964a520378d35e3,355
174,4aae93fef964a5207b6220e3,4a075182f964a52046731fe3,1993
175,4afb0fb8f964a520bf1a22e3,4ae07de4f964a5209a7f21e3,5783
176,4afb0fb8f964a520bf1a22e3,4df82ec9ae608a367ce91b45,11240
177,4b15fc70f964a5204bb623e3,4aa06b66f964a5208d3f20e3,2847
178,4a970f2df964a520362820e3,4b710beaf964a52028382de3,4667
179,4a970f2df964a520362820e3,4abc421df964a520ef8620e3,22625
180,4a970f2df964a520362820e3,49e8e0fff964a520a4651fe3,3783
181,4a970f2df964a520362820e3,49f00938f964a52029691fe3,4887
182,4a970f2df964a520362820e3,4aed1389f964a5200bcd21e3,4382
183,4b0ca112f964a520604023e3,4b318256f964a520300825e3,11835
184,4b0ca112f964a520604023e3,4aa16a71f964a520814020e3,7070
185,4b0ca112f964a520604023e3,475315f0f964a520bb4c1fe3,13822
186,4b0ca112f964a520604023e3,49ea6e18f964a52063661fe3,3874
187,4bc14cf7b492d13a99f6a560,4b7ddbaef964a52092d72fe3,447
188,4596bae3f964a52072401fe3,4a843da0f964a520fefb1fe3,5089
189,4596bae3f964a52072401fe3,47001da2f964a520334b1fe3,2223
190,4596bae3f964a52072401fe3,49bdc287f964a52095541fe3,4149
191,4596bae3f964a52072401fe3,4b849413f964a520a03c31e3,1183
192,4596bae3f964a52072401fe3,4adff17ff964a520027e21e3,3916
193,4fde3d0de4b082d076dfb08f,4aa41803f964a520424520e3,975
194,4fde3d0de4b082d076dfb08f,49d034bff964a520105b1fe3,9408
195,4fde3d0de4b082d076dfb08f,4aa3eb39f964a520564420e3,996
196,4dd40c757d8b6704c7b33d69,4b11e2b0f964a520818623e3,1567
197,4b2feb4cf964a52094f224e3,454a5280f964a520a23c1fe3,3920
198,4b2feb4cf964a52094f224e3,4b26cc5af964a5201d8124e3,3207
199,4b2feb4cf964a52094f224e3,4a6b65fff964a520a5ce1fe3,3960
200,4b2feb4cf964a52094f224e3,4b38fb00f964a520865325e3,1410
201,4b2feb4cf964a52094f224e3,4b2824e1f964a520ba8f24e3,788
202,4ba18861f964a5209ebe37e3,4b9c49e7f964a520485c36e3,779
203,4ba18861f964a5209ebe37e3,4b4a8361f964a520aa8926e3,1566
204,4ba18861f964a5209ebe37e3,43a457b4f964a520482c1fe3,28858
205,4ba18861f964a5209ebe37e3,4c30defb452620a1d6c51f0f,786
206,4ba18861f964a5209ebe37e3,4ce97fb58ef78cfa8e45a19b,143
207,4b677503f964a52017502be3,4af78597f964a520b10922e3,3085
208,4a6dff82f964a5208ed31fe3,49d80897f964a520985d1fe3,11889
209,4a6dff82f964a5208ed31fe3,4a9025b2f964a5203a1620e3,2547
210,4a6dff82f964a5208ed31fe3,4c27c151ed0ac9b6ee3a5faa,3400
211,4a6dff82f964a5208ed31fe3,40b7d280f964a52093001fe3,22164
212,4a6dff82f964a5208ed31fe3,4468f484f964a5204f331fe3,23690
213,4b5f4e5bf964a52011b329e3,455ad6e0f964a520583d1fe3,8593
214,4b5f4e5bf964a52011b329e3,4a69ddcff964a52022cc1fe3,8005
215,4b5f4e5bf964a52011b329e3,4b64eaebf964a520a9d92ae3,1321
216,4b5f4e5bf964a52011b329e3,4f6d05ece4b07a4bc40be048,734
217,4b5f4e5bf964a52011b329e3,4a84386ef964a520f3fb1fe3,3849
218,4f60ed7ae4b0533a6f70bd79,4a9b21fef964a520853420e3,1555
219,4f60ed7ae4b0533a6f70bd79,4af355c3f964a520b4ec21e3,2368
220,4f60ed7ae4b0533a6f70bd79,4a998cb9f964a520022f20e3,316
221,4a9da439f964a520c53820e3,4a5931a2f964a520f0b81fe3,14470
222,4a9da439f964a520c53820e3,4bae72d5f964a520bdb33be3,21169
223,4a9da439f964a520c53820e3,40b7d280f964a52093001fe3,22164
224,4a9da439f964a520c53820e3,49dcfa66f964a520cf5f1fe3,7633
225,4a9da439f964a520c53820e3,4c0bf50d7e3fc9281514f682,3964
226,4feddd79d86cd6f22dc171a9,4460d38bf964a5200a331fe3,24503
227,4feddd79d86cd6f22dc171a9,513924afe4b066811795768e,6148
228,4feddd79d86cd6f22dc171a9,44646408f964a52026331fe3,22812
229,4feddd79d86cd6f22dc171a9,4a92369ef964a520fa1c20e3,2945
230,4feddd79d86cd6f22dc171a9,4adfc588f964a520587d21e3,1646
231,452068d9f964a520b63a1fe3,4aa43685f964a520d54520e3,1458
232,452068d9f964a520b63a1fe3,4a8f060af964a5209e1320e3,243
233,452068d9f964a520b63a1fe3,4e501039a80997aa8a4271df,105
234,452068d9f964a520b63a1fe3,4b00c4dff964a520094122e3,6616
235,452068d9f964a520b63a1fe3,49bacd63f964a520b0531fe3,8470
236,4c6f8080d7fab1f7e7c35bc9,49dba3b4f964a520e25e1fe3,22567
237,4c6f8080d7fab1f7e7c35bc9,4a58d82ff964a52005b81fe3,3668
238,4ae729fbf964a52006a921e3,46ab758cf964a5206d491fe3,14287
239,4ae729fbf964a52006a921e3,4a2845e3f964a52005951fe3,7447
240,4ae729fbf964a52006a921e3,4af5d89ef964a520b4fd21e3,1403
241,4bdf7412ffdec9285a29eca1,4ac0da4bf964a520b49420e3,3689
242,4b9561f8f964a520ac9f34e3,4aff948ef964a5209a3922e3,4046
243,4b9561f8f964a520ac9f34e3,4b170019f964a520aec023e3,758
244,4b6369dcf964a5200b782ae3,4ad2669df964a52067e120e3,1098
245,4b6369dcf964a5200b782ae3,4b6f60b4f964a520eded2ce3,308
246,4b6369dcf964a5200b782ae3,4dbb13251e72b351ca8fec4a,910
247,4b6369dcf964a5200b782ae3,4b11a44ff964a520308123e3,1566
248,4b6369dcf964a5200b782ae3,4b5c9406f964a520a93729e3,519
249,4a8dffcaf964a520b41120e3,4ab576baf964a520c77420e3,670
250,4a8dffcaf964a520b41120e3,4a876fe9f964a5205b0420e3,3415
251,4a8dffcaf964a520b41120e3,451fa5eef964a520a83a1fe3,7986
252,4a8dffcaf964a520b41120e3,454b2533f964a520aa3c1fe3,2622
253,4a8dffcaf964a520b41120e3,4a9dd2e3f964a5208d3920e3,1103
254,4a47a834f964a520e6a91fe3,46002d20f964a52093441fe3,23572
255,4a47a834f964a520e6a91fe3,4390a026f964a5204d2b1fe3,35783
256,4a47a834f964a520e6a91fe3,4a3a986bf964a520ff9f1fe3,13507
257,4a47a834f964a520e6a91fe3,4a0f7d7df964a5206b761fe3,4498
258,4a47a834f964a520e6a91fe3,4a397d62f964a520819f1fe3,1954
259,4838dacff964a520fa4f1fe3,4a09b759f964a52049741fe3,19951
260,4838dacff964a520fa4f1fe3,4ae9cc0ff964a52085b621e3,7445
261,4838dacff964a520fa4f1fe3,4a9c0db7f964a520dd3520e3,6456
262,4838dacff964a520fa4f1fe3,4ad13daef964a520a5dd20e3,3458
263,4838dacff964a520fa4f1fe3,49de836ef964a5205f601fe3,17881
264,4bc14514b492d13a32e9a560,4bd8c9d70115c9b6de517580,186
265,4bc14514b492d13a32e9a560,4c57648ed12a20a142bc66bd,1113
266,4bc14514b492d13a32e9a560,48506141f964a52096501fe3,8849
267,4bc14514b492d13a32e9a560,4b4531f2f964a520a00726e3,4238
268,4bc14514b492d13a32e9a560,4af639f9f964a5206d0222e3,7938
269,4a2ac115f964a5204a961fe3,45846fdef964a5209c3f1fe3,7428
270,4a2ac115f964a5204a961fe3,47f190f3f964a5208b4e1fe3,1007
271,4a2ac115f964a5204a961fe3,4b9966dcf964a520ce7835e3,1705
272,4a2ac115f964a5204a961fe3,455ad751f964a5205a3d1fe3,34873
273,4a2ac115f964a5204a961fe3,4d3b4d48325ff04d61e62445,2916
274,4bbde6eb4e069c74c8439fe3,4bd9f7a93904a5937376449e,1661
275,4f401bc57b0c5e99ca3d64e4,4a7e1177f964a520d9f01fe3,2441
276,4f401bc57b0c5e99ca3d64e4,4e167a66aeb7e76b4f1ed6fe,5784
277,4f401bc57b0c5e99ca3d64e4,44c67279f964a520dc351fe3,1918
278,4f401bc57b0c5e99ca3d64e4,49d85e70f964a520bd5d1fe3,2466
279,4f401bc57b0c5e99ca3d64e4,4a61202bf964a520f1c11fe3,6897
280,4b1f3286f964a520ca2424e3,4e7155bf45dd2c5c1a2b76d2,2938
281,4b1f3286f964a520ca2424e3,4ba0091bf964a5204b5437e3,2743
282,4b1f3286f964a520ca2424e3,4a751d71f964a52096e01fe3,1682
283,4b1f3286f964a520ca2424e3,4b35a96df964a520762e25e3,2374
284,4b1f3286f964a520ca2424e3,4afa70d2f964a520e21722e3,2145
285,5286906a498e3289da676eae,51709fdde4b0be899e955543,2534
286,5286906a498e3289da676eae,4667cf1af964a5208a471fe3,6374
287,5286906a498e3289da676eae,49f8a2e3f964a5200d6d1fe3,14791
288,5286906a498e3289da676eae,49e3a16af964a520a4621fe3,8931
289,4ac2da01f964a520de9a20e3,4ff3a178e4b0f1abba23e6a2,2318
290,4ac2da01f964a520de9a20e3,5206e26911d2072b35eace1f,2731
291,49f621e3f964a520096c1fe3,4ab595e1f964a520877520e3,94009
292,49f621e3f964a520096c1fe3,45eaff58f964a5208e431fe3,32435
293,49f621e3f964a520096c1fe3,4c29567f9fb5d13aa2139b57,23783
294,49f621e3f964a520096c1fe3,42814b00f964a52002221fe3,25179
295,49f621e3f964a520096c1fe3,40b28c80f964a52001001fe3,3872
296,4b2c027bf964a52083bf24e3,437e6b00f964a520b72a1fe3,24795
297,4b2c027bf964a52083bf24e3,45487bc1f964a520833c1fe3,16854
298,4b2c027bf964a52083bf24e3,4b819f25f964a5204ab330e3,40092
299,4b2c027bf964a52083bf24e3,4a63c21cf964a520bec51fe3,3990
300,4b2c027bf964a52083bf24e3,44d21e78f964a52039361fe3,3629
301,4b1593bef964a52025af23e3,45e6b309f964a5204c431fe3,5423
302,4b1593bef964a52025af23e3,4b5cdaf0f964a5208a4729e3,765
303,4bb6c012ef159c744d8076f7,4b247284f964a520a46724e3,166
304,4bb6c012ef159c744d8076f7,4b245deef964a520986624e3,125
305,4bb6c012ef159c744d8076f7,4be4ccc1d4f7c9b6acbd2420,2869
306,4b7b8660f964a52049662fe3,43fed5a9f964a52004301fe3,9358
307,4b242120f964a520ca6124e3,4ab569def964a520797420e3,4599
308,4b242120f964a520ca6124e3,48078ccff964a520054f1fe3,1440
309,4b242120f964a520ca6124e3,4bca47c268f976b0a01e5f83,6392
310,4b242120f964a520ca6124e3,4a8328fff964a5203efa1fe3,1867
311,4b242120f964a520ca6124e3,4b52216df964a5204e6a27e3,199
312,4b5c5689f964a5208d2b29e3,4b967daff964a5209acf34e3,644
313,4b5c5689f964a5208d2b29e3,4b678de4f964a5200d552be3,1415
314,4b5c5689f964a5208d2b29e3,4eef9c148231688f20d2877e,366
315,4b5c5689f964a5208d2b29e3,4bf19145189f0f470e6ab762,1116
316,4b5f5e14f964a52064b629e3,4b0858a2f964a520b10923e3,46
317,4b5f5e14f964a52064b629e3,4c36418a0a71c9b6f8d03cc9,88
318,4b5f5e14f964a52064b629e3,4b0858a2f964a520b10923e3,46
319,4b5f5e14f964a52064b629e3,4c36418a0a71c9b6f8d03cc9,88
320,4a2821d8f964a520f8941fe3,40b52f80f964a52061001fe3,6462
321,4b1c59a2f964a5206b0624e3,451c196df964a520813a1fe3,28071
322,4b1c59a2f964a5206b0624e3,452b81ddf964a520393b1fe3,108162
323,4b1c59a2f964a5206b0624e3,4ac907c6f964a52026be20e3,4165
324,4b1c59a2f964a5206b0624e3,40bbc700f964a520b1001fe3,102978
325,4b1c59a2f964a5206b0624e3,43f8404cf964a520c22f1fe3,35694
326,4356de00f964a520d4281fe3,4e4c7fdbbd413c4cc669d6d8,2948
327,4356de00f964a520d4281fe3,4a2b1021f964a52096961fe3,7202
328,4356de00f964a520d4281fe3,43f8404cf964a520c22f1fe3,35694
329,4356de00f964a520d4281fe3,40bbc700f964a520b1001fe3,102978
330,4356de00f964a520d4281fe3,452b81ddf964a520393b1fe3,108162
331,4b1c59a2f964a5206b0624e3,451c196df964a520813a1fe3,28071
332,4b1c59a2f964a5206b0624e3,452b81ddf964a520393b1fe3,108162
333,4b1c59a2f964a5206b0624e3,4ac907c6f964a52026be20e3,4165
334,4b1c59a2f964a5206b0624e3,40bbc700f964a520b1001fe3,102978
335,4b1c59a2f964a5206b0624e3,43f8404cf964a520c22f1fe3,35694
336,4c40b646ce54e21e2ff5091a,4a983cb8f964a520252b20e3,3450
337,4c40b646ce54e21e2ff5091a,4a5e2cacf964a52017be1fe3,3933
338,4c40b646ce54e21e2ff5091a,451c196df964a520813a1fe3,28071
339,4c40b646ce54e21e2ff5091a,4b7603adf964a520a9362ee3,474
340,4c40b646ce54e21e2ff5091a,4b00679af964a520cd3d22e3,1784
341,4a4e4705f964a5203fae1fe3,4b0319cbf964a520a44c22e3,2130
342,4a4e4705f964a5203fae1fe3,4a30bc2df964a52088991fe3,1144
343,4a4e4705f964a5203fae1fe3,4a848a66f964a520ecfc1fe3,25918
344,4a4e4705f964a5203fae1fe3,4b48f647f964a520a65f26e3,3312
345,4a4e4705f964a5203fae1fe3,4afc41d8f964a520ea2022e3,321
346,4b4bdd65f964a520fba926e3,4a622c74f964a52048c31fe3,17067
347,4b4bdd65f964a520fba926e3,4390a026f964a5204d2b1fe3,35783
348,4b4bdd65f964a520fba926e3,4b25b808f964a520a97524e3,1488
349,4b4bdd65f964a520fba926e3,4aea54fcf964a52012bb21e3,1006
350,4b4bdd65f964a520fba926e3,49ee7fe2f964a52064681fe3,5381
351,4a2a999ef964a52028961fe3,4bfeeca1369476b088128d1f,8047
352,4a2a999ef964a52028961fe3,4bafde99f964a52097273ce3,724
353,4a2a999ef964a52028961fe3,4a2c53e1f964a5204d971fe3,17923
354,4a2a999ef964a52028961fe3,43a47bc4f964a5204b2c1fe3,10227
355,4a2a999ef964a52028961fe3,4a6a86cdf964a520b0cd1fe3,15070
356,50806d84e4b0921f5ae7e209,3fd66200f964a52041ee1ee3,38507
357,50806d84e4b0921f5ae7e209,480d1a5ef964a520284f1fe3,38445
358,4b10545ff964a520ec6d23e3,4a5f967cf964a520e8bf1fe3,1958
359,4c50bebb250dd13a69c20f7c,4aca779af964a5200cc220e3,7194
360,4b5ba043f964a520ee0b29e3,4ae87fcbf964a520e0af21e3,6102
361,4b5ba043f964a520ee0b29e3,49d148c2f964a520715b1fe3,8988
362,4b5ba043f964a520ee0b29e3,4da5027193a003e248d175a6,2145
363,4b5ba043f964a520ee0b29e3,4a81b3b0f964a5204af71fe3,21232
364,4b5ba043f964a520ee0b29e3,4ae930baf964a5208db421e3,3598
365,4b493648f964a520376a26e3,4a11d753f964a5204f771fe3,6467
