,name,id,postal_code,phone,four_square_id
33608,Niles Library,niles-library-fremont,94536.0,5107952626.0,4b5f8fb2f964a520bfc129e3
50286,Stephen Silver Fine Jewelry,stephen-silver-fine-jewelry-menlo-park,94025.0,6502920612.0,4bef3e5af2712d7f8188fbd8
29690,Tycon Builders Inc,tycon-builders-inc-san-francisco,94116.0,4157869082.0,514b3935f31c05b6122621a0
7589,B-Jeanee Therapeutic,b-jeanee-therapeutic-sunnyvale-2,94086.0,4087731330.0,4e7cd957cc2169aa4d35d2d9
7648,Best Nails,best-nails-newark-2,94560.0,5107965538.0,4c6dd171e6b7b1f72f06ab8e
38577,US Post Office,us-post-office-oakland-12,94619.0,8002758777.0,4b42334bf964a520c7ce25e3
50213,Great Plans Framing & Gallery,great-plans-framing-and-gallery-san-francisco,94116.0,4156827637.0,4cdc55a322bd721eaa9efa47
50258,The Picket Fence,the-picket-fence-menlo-park,94025.0,6503919458.0,5050c32ab0ede006d896d858
50347,Karens Flowers,karens-flowers-oakland,94605.0,5105693409.0,4f9a7b48754a9874c5ceb8ca
38539,Post Offices,post-offices-san-carlos,94070.0,6505910287.0,4a998859f964a520ea2e20e3
18693,Founders Realty Agent Raymond Grinsell,founders-realty-agent-raymond-grinsell-san-francisco,94122.0,4156822660.0,50ac173be4b063c5d6852856
29663,Pine Terrace Apartments,pine-terrace-apartments-concord,94520.0,9258271700.0,51704554e4b06e991c8efece
38549,US Post Office,us-post-office-hayward,94541.0,5107835963.0,4cdc214ec409b60c43b6d81a
33542,Infoblox,infoblox-santa-clara,95054.0,4089864000.0,4a43b1e5f964a520b1a61fe3
38731,Kimm's Floral Art Gallery,kimms-floral-art-gallery-sunnyvale,94087.0,4087377760.0,4c3e579eca012d7f04692fbe
7789,Center For Neck And Back Pain,center-for-neck-and-back-pain-walnut-creek-2,94598.0,9259471507.0,4e45a456091a666d7ededa3c
50033,University Art,university-art-redwood-city,94061.0,6503283500.0,4b4a66dff964a520878626e3
33527,Pixie Play School,pixie-play-school-concord,94521.0,9256894030.0,50c37c99e4b02085d72f31a2
38751,New Amarin Thai Cuisine,new-amarin-thai-cuisine-sunnyvale,94086.0,4082458585.0,4aedfea9f964a52003d121e3
7689,Bella Flaire Beauty Lounge,bella-flaire-beauty-lounge-newark,94560.0,5107131090.0,531d02f5498e2463edb6ccc7
18504,Sherwin-Williams Paint Store,sherwin-williams-paint-store-fremont-3,94538.0,5107951220.0,500ca82ee4b0629c8c1cd3ec
14715,House Of Liquors,house-of-liquors-san-leandro,94579.0,5108955003.0,4ce8b3dcf1c6236a4cb161f0
33554,Myrtle Farm Montessori School,myrtle-farm-montessori-school-concord,94521.0,9253562482.0,4e306cca483bb3fdc4343f9c
50194,VanityGuy,vanityguy-san-leandro-2,94577.0,9253391013.0,4d9237a2f4992c0f8e838797
50173,Sharon Heights Shops,sharon-heights-shops-menlo-park,94025.0,6508545053.0,4e0e0ecc62843e04afa78e0d
14703,Huntsberry Liquors,huntsberry-liquors-oakland,94605.0,5105691121.0,4cba9d94adcd5481536224a2
33548,Mt Diablo Self Storage,mt-diablo-self-storage-concord,94521.0,9256852222.0,4cf1a391899c6ea814dff1c1
38723,High Tech Burrito,high-tech-burrito-alamo-2,94507.0,9258209006.0,4ac95094f964a520a3bf20e3
18483,Fidelity National Title,fidelity-national-title-danville,94526.0,9258319300.0,4ba9199ff964a5205c0b3ae3
50135,Los Olivos Libreria Cristiana,los-olivos-libreria-cristiana-menlo-park-2,94025.0,6508391550.0,51fed71d7dd2589120c1f479
33695,All Pest Pros,all-pest-pros-fremont,94538.0,8006726437.0,5012a2eb011c39fed8d4e32b
18915,Regus,regus-santa-clara,95054.0,4085626123.0,51a7957d9209ce5a3b0747f7
50630,Footaction USA,footaction-usa-san-leandro,94578.0,5103179207.0,4b4e598df964a52068ea26e3
7290,Vicky House Of Beauty,vicky-house-of-beauty-concord,94520.0,9256919064.0,4c420c8dd691c9b6c2ba8d0a
33685,Storage Lockaway,storage-lockaway-fremont,94539.0,5106591588.0,4fa6cba3e4b0a34ac89576fd
50650,Rochelle Ford Metal Sculptor,rochelle-ford-metal-sculptor-palo-alto,94301.0,6503215299.0,511e823f3950d73d46bc2300
38406,Flux 53,flux-53-oakland,94601.0,5108428841.0,4a97486bf964a5203a2920e3
33700,Cartridge Express,cartridge-express-santa-clara,95054.0,4089885465.0,4fbd4815e4b03caabf44276d
33698,Bill Wilson Center's Quetzal House,bill-wilson-centers-quetzal-house-santa-clara,95050.0,4082430222.0,4c76bbc5a5676dcb8e6c1621
50751,Ready To Play,ready-to-play-palo-alto,94306.0,6502139300.0,4fef5ff9f13675b4acc13f9e
14623,Ryan Coffee Company,ryan-coffee-company-san-leandro,94577.0,5103571425.0,4f326cac19836c91c7d681c0
50534,Richard Sumner Frames & Prints,richard-sumner-frames-and-prints-palo-alto,94301.0,6503223330.0,4b2d6f47f964a5209ed624e3
29649,Durabuilt Construction Inc,durabuilt-construction-inc-sunnyvale,94087.0,4159387207.0,51022f1345b07466f17cf1e8
33649,Nex Cycle,nex-cycle-fremont,94539.0,8009692020.0,502eb2f5e4b01a9d9e74ccdd
18732,MLSListings,mlslistings-sunnyvale-2,94085.0,4088740200.0,52c6fd5511d2cc23aad8038c
50615,Union Store Supplies & Fixtures,union-store-supplies-and-fixtures-san-leandro,94577.0,5103524800.0,52eaff6911d2edf9c6346215
7389,Visions Hair Designs by Rhonda,visions-hair-designs-by-rhonda-pacifica,94044.0,6503590231.0,4d83fd45f9f3a1cd66ccac64
33662,ACD Telecommunications,acd-telecommunications-dublin,94568.0,8009886511.0,531e54db498e960481910b47
38494,US Post Office,us-post-office-alameda-4,94501.0,8002758777.0,4df6f4ecb61c40d585eb4a1a
52534,Alpine Awards Inc,alpine-awards-inc-sunnyvale,94089.0,4087340301.0,4c2122a411de20a1e8dc82ce
28802,Mountain Bay Plaza,mountain-bay-plaza-mountain-view,94041.0,6509693871.0,4c8be2b255fba093da5d5aab
11682,Lucky One Mini-Mart,lucky-one-mini-mart-san-francisco,94102.0,4155523575.0,4f327b9119836c91c7dc243e
11680,A C Calderoni,a-c-calderoni-brisbane,94005.0,4154682282.0,4f3274d319836c91c7d999ff
14241,Stop In Food Liquor,stop-in-food-liquor-redwood-city,94061.0,6503664723.0,4d49be735129a35d46083dac
14240,Five Points Market,five-points-market-redwood-city,94063.0,6503690235.0,4da4f01af7b165582608bd09
5497,Nail Me Baby!,nail-me-baby-oakland-2,94621.0,5105621159.0,517ec4ba498e2f01a5bf6eb8
52569,Workshop,workshop-sausalito,94965.0,4153321795.0,50269b36e4b030d4ecbd184b
5536,Orinda Hair Studio,orinda-hair-studio-orinda-2,94563.0,9252545575.0,4b804d69f964a520026630e3
5643,Anna's Nails,annas-nails-oakland,94603.0,5105539318.0,51abbc4e498e407e9d095e31
20367,One Hour Cleaners,one-hour-cleaners-south-san-francisco-2,94080.0,6505838595.0,4bfa948b5317a593b3d6027f
5792,Designer Hair Care,designer-hair-care-san-leandro,94577.0,5105581235.0,518e9b3d498ea15b0c640cd9
11619,Dagwood and Scoops,dagwood-and-scoops-san-francisco-2,94110.0,4158143459.0,4b736cb0f964a520cfad2de3
11618,Potrero Market & Deli,potrero-market-and-deli-san-francisco,94110.0,4158247351.0,4abd6a1ef964a5202b8a20e3
20329,Robin Hubinsky - Zephyr Real Estate,robin-hubinsky-zephyr-real-estate-san-francisco,94127.0,4157315000.0,4c66f7c9f101ef3bd09b72e9
20436,"Cathy Kline Saunders, Real Estate Agent",cathy-kline-saunders-real-estate-agent-san-francisco,94127.0,4157315000.0,4c66f7c9f101ef3bd09b72e9
11650,Chung Hing Produce Company,chung-hing-produce-company-san-francisco,94133.0,4156939634.0,4f320cdd19833175d60b8c80
11649,Luen Fat Market,luen-fat-market-san-francisco,94133.0,4157813339.0,4f32034119833175d609a75c
11646,M & P Seafood Market,m-and-p-seafood-market-san-francisco,94133.0,4153918809.0,4d448fb614aa8cfad940683d
37907,Sportmans Club,sportmans-club-san-bruno,94066.0,6505834018.0,4f32bb7419836c91c7f46c4f
5700,Black Magic,black-magic-san-leandro,94577.0,5106387095.0,4c9d2b9846978cfae7fd947f
14167,7-eleven,7-eleven-redwood-city-6,94061.0,6503650151.0,4b723112f964a5204c732de3
52779,Dandelion,dandelion-danville,94526.0,9254064727.0,4f8a0f97e4b01f95a38790f6
52751,Liang's Art Gallery,liangs-art-gallery-newark,94560.0,5107923097.0,4b85bdeef964a520697031e3
5279,A+ Day Spa,a-day-spa-redwood-city,94061.0,6502999332.0,52326d0f11d25c8840eda8ea
52859,National Office Solutions Inc,national-office-solutions-inc-danville,94526.0,8005736674.0,4e32f6c6c65bdb4c79f7ce47
14166,Starbucks,starbucks-redwood-city-15,94061.0,6502990327.0,4a84daacf964a520bcfd1fe3
52827,Dollar Discount Store,dollar-discount-store-newark,94560.0,5107428668.0,4ba59eb7f964a520301739e3
52826,Payless ShoeSource,payless-shoesource-newark-7,94560.0,5107925918.0,4ba672a5f964a520845339e3
14165,Ridge Vineyards & Winery Inc,ridge-vineyards-and-winery-inc-oakland,94602.0,5105302851.0,4f323dc619836c91c7c41eb8
14231,Wah Mei Hing Market and Liquor,wah-mei-hing-market-and-liquor-oakland,94601.0,5104363428.0,4f3218dc19836c91c7b5876a
52647,PacSun,pacsun-newark-2,94560.0,5107931550.0,4b7491d8f964a520bbe42de3
14228,Yumis Market,yumis-market-oakland,94601.0,5105332103.0,4cb08cd2db32f04d2e92c04d
14230,Foodvale Meat Co,foodvale-meat-co-oakland,94601.0,5105336807.0,4c0d4b4998102d7f8df6e106
5413,Blacky's Haircare,blackys-haircare-oakland,94621.0,5108278925.0,522f815f11d2f5f605be5edb
37853,New Judnich's,new-judnichs-san-francisco,94134.0,4154682600.0,4cf8520d6cee236a1871e603
5441,The Green Nail Spa,the-green-nail-spa-menlo-park-2,94025.0,6502339317.0,4ba56dbdf964a5202a0639e3
5446,Pacific Shores Club,pacific-shores-club-redwood-city,94063.0,6508179030.0,4a4ae1aaf964a5203fac1fe3
20649,Divisadero Lock and Hardware,divisadero-lock-and-hardware-san-francisco-2,94118.0,4156735300.0,4a846edcf964a52096fc1fe3
34066,Zag Technical Services,zag-technical-services-san-jose,95134.0,4083832000.0,4d39c1fb0333a0931a0a4e34
14206,Fruitvale Liquor,fruitvale-liquor-oakland,94601.0,5105330392.0,4d54bb96fb65236abebcf1b3
52704,Parrot,parrot-danville-2,94526.0,9253148155.0,4c2e891116adc928ad1abc9c
14225,Woodside Manor Liquor,woodside-manor-liquor-redwood-city,94061.0,6503665456.0,4d09867b33d6b60c6be79585
20723,Amoroso Design,amoroso-design-san-francisco,94123.0,4154090431.0,4e0bca6762848063afc6189c
37830,Culture,culture-san-francisco,94102.0,9164100964.0,5212ce8c93cde3a4199fc1f1
28911,Dunn-Edwards Paints,dunn-edwards-paints-castro-valley,94546.0,5108810313.0,4d8b9b0a342b37044aea835c
14364,Chapala Market,chapala-market-oakland,94601.0,5105366802.0,4f320c5919833175d60b5593
14358,Vigneron Imports,vigneron-imports-oakland-2,94602.0,5105301616.0,4f320ec719833175d60c4c78
38058,Club Monteros,club-monteros-albany,94706.0,5105241270.0,4afe3f16f964a520ec2e22e3
51825,Cigarette Leader,cigarette-leader-hayward,94544.0,5108898561.0,4e08b0f452b165b7d7b592aa
11515,Patel Indian Foods,patel-indian-foods-san-bruno,94066.0,6505836559.0,4dbdee8c4df044e5250807d9
19819,The Ray Marquez Team,the-ray-marquez-team-danville,94506.0,9256485472.0,53067673498e97d097dc4ae0
11540,Hernandez Taqueria,hernandez-taqueria-san-francisco,94134.0,4155877721.0,4e4d4a9bbd413c4cc66ff72f
29078,Security Pacific,security-pacific-walnut-creek,94596.0,9259389200.0,4c0eb2d72466a5938e7b7921
11545,Shun Yuan Herbs & Ginseng,shun-yuan-herbs-and-ginseng-san-francisco,94134.0,4156561283.0,4c2d44b5e760c9b684af4449
38005,Dicey Rileys Irish Pub,dicey-rileys-irish-pub-burlingame,94010.0,6503477656.0,4f326e3219836c91c7d71394
38002,La Movida Night Club,la-movida-night-club-san-pablo,94806.0,5102332346.0,4f43b17719834bc91f584c9c
51888,Art and Science of Eyewear,art-and-science-of-eyewear-walnut-creek-2,94596.0,9259524378.0,4eaf19950039dbcc2a3a137e
29084,Benjamin Moore Paints,benjamin-moore-paints-walnut-creek,94597.0,9259333315.0,4ba91a8ff964a5209a0b3ae3
51586,99 Cents and Over,99-cents-and-over-castro-valley,94546.0,5108881117.0,4d3c833914aa8cfa286caa5e
51615,Sari Sari Underground At Music City,sari-sari-underground-at-music-city-union-city,94587.0,4087598826.0,4e7bbb6ab803b97a5ca6a6f6
51629,Lane Bryant,lane-bryant-union-city-2,94587.0,5104871570.0,4c66db1c8e9120a15418d964
14388,One Stop Liquors,one-stop-liquors-redwood-city,94063.0,6503682996.0,4f452f7419836ed001992643
11484,Tai Sang Company,tai-sang-company-san-francisco,94108.0,4159820398.0,4f9c41a7e4b0b38d2f7ba859
14392,Four Star Discount Liquor,four-star-discount-liquor-oakland,94619.0,5105336760.0,4cfb5a59dccef04db4fbba9c
19741,Coyote Creek,coyote-creek-milpitas,95035.0,4084326021.0,5182b94c011c94c0a6e76451
14384,Fairfax Liquor,fairfax-liquor-oakland,94601.0,5105321487.0,4c0764facf8c76b077f73b65
51713,Walnut Creek Florist,rovais-walnut-creek-florist-walnut-creek,94596.0,9259342396.0,518e4721498efd1f9ca371e0
14381,Donut Corner,donut-corner-oakland,94602.0,5105302505.0,4ba68b8af964a520ec5c39e3
29131,Chicago Title,chicago-title-walnut-creek-3,94596.0,9252888300.0,5212a8658bbdeb8b3d035380
51701,Wireless Works,wireless-works-castro-valley,94546.0,5105378900.0,4da372237aee5481c923eafe
29149,Grainger Industrial Supply,grainger-industrial-supply-hayward,94544.0,5106701095.0,4c712be21f58199c6ad43d7c
29133,Regus,regus-walnut-creek-2,94596.0,9259743500.0,51a7957d9209ce5a3b074575
29135,Build-Tek,build-tek-walnut-creek,94597.0,9259376422.0,532864bb498ea6227a827a04
6143,Turning Heads,turning-heads-san-leandro,94578.0,5104815772.0,514fc539e4b0fff03db372b0
52215,Parrot,parrot-sunnyvale-4,94087.0,4082458255.0,4c97a0d6f7cfa1cde51ad015
52212,Music Land School of Music,music-land-school-of-music-fremont,94555.0,5107931899.0,4dc4873de4cd169dc635ddc2
52213,Acme Furniture,acme-furniture-hayward,94544.0,5104879888.0,504e4e5fe4b0deb86cad34e8
11582,7-Eleven,7-eleven-san-francisco-26,94108.0,4153620590.0,49db06cbf964a520c05e1fe3
11581,Marine Club Liquor & Deli,marine-club-liquor-and-deli-san-francisco,94102.0,4154744951.0,4bf9d750b182c9b6a7a4795a
5966,W L Salon,w-l-salon-san-francisco,94116.0,4156813822.0,4cbf90029ca854815a74b716
20165,Serenity Real Estate Team - Keller Williams Realty,serenity-real-estate-team-keller-williams-realty-pleasanton,94588.0,9254437000.0,524b306193cd24c0fcfe5cf0
33956,Skyline Cleaners,skyline-cleaners-daly-city,94015.0,6507561700.0,4d41fc28f0dba1cd3fc12e49
11583,Vino Volo,vino-volo-san-francisco,94108.0,4152550100.0,5066b4f5c84cec8cc699ffb0
20166,Coldwell Banker Northern California,coldwell-banker-northern-california-pleasanton,94588.0,9258472200.0,4d2e08d190cb236ac1276178
11586,Starbucks Coffee,starbucks-coffee-san-francisco-66,94104.0,4157888670.0,4a79c77bf964a520a5e71fe3
20270,Van Maren Concepts,van-maren-concepts-san-francisco,94129.0,4156999531.0,50427c0764a4748c4a413de3
20258,Century 21 Scott Keys Properties,century-21-scott-keys-properties-san-francisco,94127.0,4157532800.0,4c698a3b8e7c0f47bee5df0f
20256,Century 21 Imperial Realty,century-21-imperial-realty-daly-city-2,94014.0,6509926000.0,4e9734e3b8f7d8c691205d40
52318,Cherry Art Studio,cherry-art-studio-san-francisco,94116.0,4156611104.0,4f32c09619836c91c7f6a756
52316,Sprint Store,sprint-store-daly-city,94015.0,6503014983.0,53751a75498ef8f08adbce44
52311,Arlekino,arlekino-san-francisco,94121.0,4157512320.0,50a93a21e4b0d7e30144a7d5
5880,Mahin & Company Beauty Salon,mahin-and-company-beauty-salon-palo-alto,94301.0,6503237788.0,4c2cd5c377cfe21e69a5b6f1
5881,Salon 454,salon-454-palo-alto,94306.0,6507998308.0,4c9163271adc37046fd12fd1
5872,Players Circle BarberShop,players-circle-barbershop-san-leandro,94577.0,5109694771.0,4d9ce3257865a0931680db7a
11601,Yoogo Corporation,yoogo-corporation-san-francisco,94133.0,4153982996.0,4f320f4919833175d60c80d6
29027,Greenhaven,greenhaven-union-city,94587.0,5104714952.0,4ba1a14df964a520cec437e3
37937,Point the,point-the-richmond,94801.0,5102334295.0,4bba31207421a593f081c340
52017,Barbecues Galore,barbecues-galore-walnut-creek,94596.0,9259357067.0,4bca00dcfb84c9b698211c3e
11578,El Dorado Market,el-dorado-market-san-francisco,94102.0,4153468840.0,4c09c5c9009a0f47a371e8bf
6043,Exquisite Nail Salon,exquisite-nail-salon-san-leandro,94578.0,5103521798.0,4bad3f32f964a520ab3d3be3
52076,Gymboree,gymboree-walnut-creek-3,94596.0,9259356820.0,4c4c886ef7cc1b8dab1b7641
20086,L & L Landscaping & Design,l-and-l-landscaping-and-design-pleasanton,94588.0,9254690700.0,52b5852c11d219280c5395b5
46071,Brick Oven Pizza,brick-oven-pizza-redwood-city-2,94063.0,6503683315.0,4f322f7d19836c91c7be8c53
16432,Best Donuts,best-donuts-san-ramon-2,94583.0,9258388388.0,4c6ae6fc599fbe9a8f74913f
46122,Subway,subway-oakland-5,94601.0,5105364969.0,4cc88860e7926dcb39a25677
15216,Tony & Ted's Liquor,tony-and-teds-liquor-castro-valley,94546.0,5105813711.0,4f6d0327e4b03cbd0fe33827
16508,Renaissance Caffe,renaissance-caffe-concord-2,94521.0,9256872544.0,4f3240ad19836c91c7c545cc
45957,Ribbit Cafe,ribbit-cafe-oakland,94610.0,5105360167.0,4f322b7919836c91c7bd0aae
33069,Howard's Upholstery & Design,howards-upholstery-and-design-concord,94518.0,9256897003.0,529e8ce9498e90aad239c5b1
45961,Cafe Andalus,cafe-andalus-oakland,94601.0,5105325678.0,4f32745f19836c91c7d96c8d
15228,7-Eleven,7-eleven-hayward-7,94544.0,5108863133.0,4bec3daf415e20a1a94ae7bb
31859,Coyle's Moving & Storage,coyles-moving-and-storage-san-francisco-3,94122.0,4157528812.0,51e552f6454a1bb733dc8858
16415,Cracker Barrell,cracker-barrell-fremont,94538.0,5107900735.0,4bd74c1d09ecb713148d467c
31868,Greving Bros. Auto Glass & Upholstery,greving-bros-auto-glass-and-upholstery-san-rafael,94901.0,4154594482.0,4e679fc07d8b084ac76915fe
46233,High Street Express,high-street-express-oakland,94601.0,5105345569.0,4f328eb919836c91c7e37842
46269,Dio Deka Catering,dio-deka-catering-woodside,94028.0,4083547700.0,4d0acea86c51a143b29ca635
33105,Rite Aid Fundraiser Day,rite-aid-fundraiser-day-union-city,94587.0,5104290195.0,4bb2b6ca42959c743241212c
46231,Las Juntas Restaurant,las-juntas-restaurant-redwood-city,94063.0,6503290123.0,538a0b02498e5e2ed87f7a33
46273,Monterosa Deli,monterosa-deli-menlo-park,94025.0,6508548211.0,4f323ab619836c91c7c2e9d5
15186,Starbucks Coffee,starbucks-coffee-martinez-4,94553.0,9252569862.0,4b5509bbf964a520d8d827e3
40431,Eastern House Restaurant,eastern-house-restaurant-milpitas,95035.0,4082632228.0,4f3236e319836c91c7c16b28
46272,El Taco De Oro,el-taco-de-oro-redwood-city,94063.0,6505999891.0,4f32b2e419836c91c7f10323
31699,Stanford Cleaners,stanford-cleaners-palo-alto,94306.0,6503222540.0,4b8d40a5f964a5200af032e3
15190,Loyola Liquors,loyola-liquors-los-altos,94024.0,6509485450.0,4f3290e919836c91c7e44845
46281,Carniceria La Guadalupana,carniceria-la-guadalupana-redwood-city,94063.0,6503631091.0,4f32908019836c91c7e4213a
31698,Benetech,benetech-palo-alto,94306.0,6506443400.0,4a12da9cf964a52094771fe3
46123,La Original Tamaleria y Taqueria,la-original-tamaleria-y-taqueria-oakland-2,94601.0,5105345903.0,4f32168b19836c91c7b49152
31731,HP Labs,hp-labs-palo-alto,94304.0,6508571501.0,4b16cd91f964a520b7bd23e3
31738,Aero Finish Furniture Restoration & Refinishing,aero-finish-furniture-restoration-and-refinishing-lafayette,94549.0,9252832245.0,5111770916485dae5c771ebf
40447,Subway,subway-san-jose-28,95110.0,4089770828.0,4b5e6f56f964a520998e29e3
40451,Subway Sandwiches,subway-sandwiches-san-jose-17,95131.0,4085771518.0,4be9a0c7b3352d7fed3454d2
15212,Chatz Roasting Company,chatz-roasting-company-hayward,94544.0,5102651600.0,4f326aec19836c91c7d5d2a5
16547,Starbucks,starbucks-san-ramon-6,94583.0,9252770202.0,4ccef4d22dc437049edad708
46183,Calafia Taqueria,calafia-taqueria-oakland,94601.0,5105342556.0,4f325dc519836c91c7d0b9a3
46186,Taqueria Mar & Tierra,taqueria-mar-and-tierra-redwood-city,94063.0,6503692201.0,4aa07127f964a520a63f20e3
45316,Mediterranean Fusion Cuisine,mediterranean-fusion-cuisine-san-carlos-2,94070.0,6505081005.0,4b571558f964a520c02528e3
45233,Star Pizza & Deli,star-pizza-and-deli-oakland,94609.0,5104282211.0,4bd676674e32d13aacbec280
45219,Thai Garlic,thai-garlic-berkeley,94704.0,5106656005.0,4f3278ee19836c91c7db268c
16301,Don Vito Ozuna Foods Inc,don-vito-ozuna-foods-inc-sunnyvale,94089.0,4084000495.0,4f32245e19836c91c7ba46a6
45343,NEW HO HO Restaurant,new-ho-ho-restaurant-oakland-2,94609.0,5106539383.0,52128ddd11d25c87afc2db79
31998,Moraga Clean X Press,moraga-clean-x-press-moraga,94556.0,9253768744.0,4e03dc27ae60ed89a8009a61
40626,Great Steak & Fry Company,great-steak-and-fry-company-daly-city-2,94015.0,6507567446.0,4b737912f964a52041b02de3
45336,El Zorro Taqueria,el-zorro-taqueria-san-carlos,94070.0,6505913520.0,4f43fd1719836ed001919855
45351,Quiznos,quiznos-san-carlos-2,94070.0,6506378496.0,4f32382a19836c91c7c1e726
